,movieId,title,(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating
100,102,Mr. Wrong (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4294678714859437
101,103,Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3.2691968225948806
102,104,Happy Gilmore (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4170806586659226
103,105,"Bridges of Madison County, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.326299376299376
104,106,Nobody Loves Me (Keiner liebt mich) (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.4440298507462686
105,107,Muppet Treasure Island (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.2153387703889584
106,108,Catwalk (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.092
107,109,Headless Body in Topless Bar (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0625
108,110,Braveheart (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4.042533802004873
109,111,Taxi Driver (1976),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.110575548384461
110,112,Rumble in the Bronx (Hont faan kui) (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.412573591253154
111,113,Before and After (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3.1092745638200183
112,114,Margaret's Museum (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.619433198380567
113,115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4078947368421053
114,116,Anne Frank Remembered (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.9373024236037937
115,117,"Young Poisoner's Handbook, The (1995)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.589398734177215
116,118,If Lucy Fell (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0110035211267605
117,119,"Steal Big, Steal Little (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.772727272727273
118,120,Race the Sun (1996),0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.880952380952381
119,121,"Boys of St. Vincent, The (1992)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.7532855436081243
120,122,Boomerang (1992),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8676697530864197
121,123,Chungking Express (Chung Hing sam lam) (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,3.9692507579038545
122,124,"Star Maker, The (Uomo delle stelle, L') (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.498432601880878
123,125,Flirting With Disaster (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7556850483229107
124,126,"NeverEnding Story III, The (1994)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.312136627906977
125,127,"Silences of the Palace, The (Saimt el Qusur) (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2560975609756095
126,128,Jupiter's Wife (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
127,129,Pie in the Sky (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.163157894736842
128,130,Angela (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1153846153846154
129,131,Frankie Starlight (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2912371134020617
130,132,Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.773198304286387
131,133,Nueba Yol (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.6052631578947367
132,134,Sonic Outlaws (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.6527777777777777
133,135,Down Periscope (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9980174464710547
134,136,From the Journals of Jean Seberg (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.549019607843137
135,137,Man of the Year (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.2853982300884956
136,138,"Neon Bible, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.2846715328467155
137,139,Target (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.073170731707317
138,140,Up Close and Personal (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.2938103686181748
139,141,"Birdcage, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5122161671207994
140,142,Shadows (Cienie) (1988),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0609756097560976
141,143,Gospa (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.142857142857143
142,144,"Brothers McMullen, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4771365149833517
143,145,Bad Boys (1995),0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.2507724425887266
144,146,"Amazing Panda Adventure, The (1995)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9120689655172414
145,147,"Basketball Diaries, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5829286061194754
146,148,"Awfully Big Adventure, An (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8893557422969187
147,149,Amateur (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.6943171402383133
148,150,Apollo 13 (1995),0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.86859786089541
149,151,Rob Roy (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3.539037729866836
150,152,"Addiction, The (1995)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3.1044546850998462
151,153,Batman Forever (1995),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.894727234003712
152,154,Beauty of the Day (Belle de jour) (1967),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8019933554817276
153,155,Beyond Rangoon (1995),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.4079153605015673
154,156,Blue in the Face (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5279615153337343
155,157,Canadian Bacon (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.7846687211093992
156,158,Casper (1995),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.932
157,159,Clockers (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3.4169484361792053
158,160,Congo (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.6047444036084197
159,161,Crimson Tide (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3.744201794481124
160,162,Crumb (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.009924937447873
161,163,Desperado (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.445394874659591
162,164,Devil in a Blue Dress (1995),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3.46358511837655
163,165,Die Hard: With a Vengeance (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.4890247495580438
164,166,"Doom Generation, The (1995)",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.787692307692308
165,167,Feast of July (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1645569620253164
166,168,First Knight (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.084698775239987
167,169,Free Willy 2: The Adventure Home (1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.283650982727814
168,170,Hackers (1995),0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1975873015873018
169,171,Jeffrey (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.6030133146461107
170,172,Johnny Mnemonic (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.7326066425310875
171,173,Judge Dredd (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5382845327819648
172,174,Jury Duty (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.455979284369115
173,175,Kids (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.507602582795251
174,176,Living in Oblivion (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854633939906898
175,177,Lord of Illusions (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.8859118409680207
176,178,Love & Human Remains (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.388
177,179,Mad Love (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.7506102522375917
178,180,Mallrats (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.5872619047619048
179,181,Mighty Morphin Power Rangers: The Movie (1995),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9290018832391713
180,182,Moonlight and Valentino (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.091822094691535
181,183,Mute Witness (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.3648208469055376
182,184,Nadja (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.1036585365853657
183,185,"Net, The (1995)",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.1104273295962304
184,186,Nine Months (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.891730529317412
185,187,Party Girl (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.451219512195122
186,188,"Prophecy, The (1995)",0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3.342473979183347
187,189,Reckless (1995),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0014880952380953
188,190,Safe (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.566145833333333
189,191,"Scarlet Letter, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.676081730769231
190,192,"Show, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0246913580246915
191,193,Showgirls (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2340568060021435
192,194,Smoke (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.84967155128853
193,195,Something to Talk About (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0894509561998764
194,196,Species (1995),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.8502714998532435
195,197,"Stars Fell on Henrietta, The (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0681818181818183
196,198,Strange Days (1995),0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,3.4170950453899156
197,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,3.783641160949868
198,200,"Tie That Binds, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.836283185840708
199,201,Three Wishes (1995),0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3.0273972602739727
200,202,Total Eclipse (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.9832904884318765
201,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1474488856142937
202,204,Under Siege 2: Dark Territory (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949130173965207
203,205,Unstrung Heroes (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5158671586715866
204,206,Unzipped (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.4783236994219653
205,207,"Walk in the Clouds, A (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.371536756557074
206,208,Waterworld (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.8520972097209722
207,209,White Man's Burden (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.835570469798658
208,210,Wild Bill (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8890041493775933
209,211,"Browning Version, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5958549222797926
210,212,Bushwhacked (1995),0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5782997762863533
